Title,Link,Country,Keywords,Sentiment Score,Sentiment,Impact on Country
U.S. Energy Information Administration (EIA),https://www.eia.gov/todayinenergy/,Unknown,"Energy Information, Information Administration, In-brief analysis, article type, analysis In-depth",0.413830251,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/what-is-energy/,Unknown,"Information Administration, Scientists define, Energy, Energy Information, work Scientists",0.989952218,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/units-and-calculators/,Unknown,"Information Administration, Energy Information, Physical units, pounds, barrel",-0.434004615,Negative,Likely Negative
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/us-energy-facts/,Unknown,"Information Administration, United States, Energy, Energy Information, energy sources",0.078787944,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/use-of-energy/,Unknown,"Information Administration, United States, Energy Information, sector includes, Energy",0.928800169,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/energy-and-the-environment/,Unknown,"Information Administration, Energy Information, EIA, Administration, Information",0.752774239,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/oil-and-petroleum-products/,Unknown,"crude oil, Energy Information, Information Administration, oil, EIA",-0.972566257,Negative,Likely Negative
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/hydrocarbon-gas-liquids/,Unknown,"Energy Information, Information Administration, hydrocarbon gas, EIA, Energy",-0.82664025,Negative,Likely Negative
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/natural-gas/,Unknown,"Information Administration, natural gas, Energy Information, natural, gas",0.003640627,Neutral,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/coal/,Unknown,"Information Administration, Energy Information, Coal, combustible black, brownish-black sedimentary",0.681189254,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/nuclear/,Unknown,"Information Administration, Energy Information, EIA, Energy, Administration",0.892561799,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/electricity/,Unknown,"Information Administration, Energy, Energy Information, Electricity, EIA",0.690083056,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/hydrogen/,Unknown,"Information Administration, Hydrogen, Energy Information, EIA, Administration",0.932167966,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/hydropower/,Unknown,"Information Administration, Energy Information, electricity generation, water People, electricity",0.920745649,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/biofuels/,Unknown,"Energy Information, Information Administration, called feedstocks, blending components, materials called",-0.011417051,Neutral,Likely Negative
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/biomass/,Unknown,"Information Administration, Energy Information, renewable organic, Biomass, animals Biomass",0.734829651,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/wind/,Unknown,"Information Administration, Energy Information, earth surface, earth, uneven heating",0.928519644,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/geothermal/,Unknown,"Information Administration, Energy Information, geothermal energy, Energy, geothermal",0.929848764,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/energyexplained/solar/,Unknown,"Information Administration, Energy Information, Energy, solar, EIA",0.98284951,Positive,Likely Positive
#NAME?,https://www.eia.gov/kids/energy.php?page=6,Unknown,"Information Administration, Energy Kids, Energy Information, fair experiment, successful science",0.972474459,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/glossary/,Unknown,"Alternating Current, Current ACBM, Information Administration, asbestos-containing building, building material",-0.247184669,Negative,Likely Negative
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/faqs/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/faqs/#coal,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/faqs/#conversion equivalents,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/faqs/index.php#oil/petroleum,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/faqs/#diesel,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/faqs/#electricity,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/faqs/#environment,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/faqs/index.php#gasoline,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/faqs/index.php#generalenergy,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/faqs/index.php#naturalgas,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/faqs/index.php#nuclear,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/faqs/index.php#prices,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/faqs/index.php#renewables,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
Energy Kids: U.S. Energy Information Administration (EIA),https://www.eia.gov/kids/,Unknown,"Information Administration, Energy Kids, Energy Information, EIA, Energy",0.374060422,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=a,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=b,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=c,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=d,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=e,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=f,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=g,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=h,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=i,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
