Country,Trade Type,Category,Value,Year
palestine,Import,"Vehicles other than railway, tramway",$873.88M,2023
palestine,Import,"Electrical, electronic equipment",$825.58M,2023
palestine,Import,"Residues, wastes of food industry, animal fodder",$793.08M,2023
palestine,Import,"Machinery, nuclear reactors, boilers",$655.13M,2023
palestine,Import,Plastics,$582.03M,2023
palestine,Import,Iron and steel,$581.69M,2023
palestine,Import,Live animals,$553.02M,2023
palestine,Import,"Salt, sulphur, earth, stone, plaster, lime and cement",$548.94M,2023
palestine,Import,"Beverages, spirits and vinegar",$480.04M,2023
pakistan,Import,"Mineral fuels, oils, distillation products",$16.72B,2023
pakistan,Import,"Electrical, electronic equipment",$3.55B,2023
pakistan,Import,"Animal, vegetable fats and oils, cleavage products",$3.28B,2023
pakistan,Import,Iron and steel,$2.76B,2023
pakistan,Import,"Machinery, nuclear reactors, boilers",$2.65B,2023
pakistan,Import,Organic chemicals,$2.43B,2023
pakistan,Import,Plastics,$2.24B,2023
pakistan,Import,"Oil seed, oleagic fruits, grain, seed, fruits",$1.28B,2023
pakistan,Import,"Vehicles other than railway, tramway",$1.23B,2023
pakistan,Import,Edible vegetables and certain roots and tubers,$1.06B,2023
philippines,Import,"Electrical, electronic equipment",$27.15B,2023
philippines,Import,"Mineral fuels, oils, distillation products",$21.20B,2023
philippines,Import,"Machinery, nuclear reactors, boilers",$11.07B,2023
philippines,Import,"Vehicles other than railway, tramway",$10.16B,2023
philippines,Import,Iron and steel,$4.15B,2023
philippines,Import,Plastics,$4.15B,2023
philippines,Import,Cereals,$4.05B,2023
philippines,Import,Ores slag and ash,$4.00B,2023
philippines,Import,"Optical, photo, technical, medical apparatus",$2.93B,2023
philippines,Import,Articles of iron or steel,$2.52B,2023
qatar,Import,"Machinery, nuclear reactors, boilers",$6.09B,2023
qatar,Import,"Electrical, electronic equipment",$2.80B,2023
qatar,Import,"Vehicles other than railway, tramway",$1.90B,2023
qatar,Import,Articles of iron or steel,$1.85B,2023
qatar,Import,"Aircraft, spacecraft",$1.32B,2023
qatar,Import,"Arms and ammunition, parts and accessories",$1.15B,2023
qatar,Import,"Pearls, precious stones, metals, coins",$1.07B,2023
qatar,Import,Pharmaceutical products,$928.67M,2023
qatar,Import,Commodities not specified according to kind,$895.31M,2023
qatar,Import,"Mineral fuels, oils, distillation products",$745.82M,2023
saudi-arabia,Import,"Machinery, nuclear reactors, boilers",$26.18B,2023
saudi-arabia,Import,"Vehicles other than railway, tramway",$25.43B,2023
saudi-arabia,Import,"Electrical, electronic equipment",$19.67B,2023
saudi-arabia,Import,"Mineral fuels, oils, distillation products",$15.26B,2023
saudi-arabia,Import,"Pearls, precious stones, metals, coins",$8.97B,2023
saudi-arabia,Import,Pharmaceutical products,$7.78B,2023
saudi-arabia,Import,Commodities not specified according to kind,$6.70B,2023
saudi-arabia,Import,Articles of iron or steel,$5.77B,2023
saudi-arabia,Import,"Optical, photo, technical, medical apparatus",$5.51B,2023
saudi-arabia,Import,Iron and steel,$5.45B,2023
singapore,Import,"Electrical, electronic equipment",$131.34B,2023
singapore,Import,"Mineral fuels, oils, distillation products",$87.33B,2023
singapore,Import,"Machinery, nuclear reactors, boilers",$64.27B,2023
singapore,Import,"Pearls, precious stones, metals, coins",$20.84B,2023
singapore,Import,"Optical, photo, technical, medical apparatus",$13.26B,2023
singapore,Import,Organic chemicals,$11.07B,2023
singapore,Import,"Aircraft, spacecraft",$10.21B,2023
singapore,Import,Plastics,$6.95B,2023
singapore,Import,"Essential oils, perfumes, cosmetics, toileteries",$4.88B,2023
singapore,Import,Miscellaneous chemical products,$4.56B,2023
south-korea,Import,"Mineral fuels, oils, distillation products",$171.35B,2023
south-korea,Import,"Electrical, electronic equipment",$119.48B,2023
south-korea,Import,"Machinery, nuclear reactors, boilers",$63.07B,2023
south-korea,Import,"Vehicles other than railway, tramway",$22.13B,2023
south-korea,Import,"Optical, photo, technical, medical apparatus",$21.96B,2023
south-korea,Import,"Inorganic chemicals, precious metal compound, isotope",$21.52B,2023
south-korea,Import,Ores slag and ash,$19.69B,2023
south-korea,Import,Iron and steel,$16.47B,2023
south-korea,Import,Organic chemicals,$13.57B,2023
south-korea,Import,Plastics,$12.71B,2023
sri-lanka,Import,"Mineral fuels, oils, distillation products",$4.07B,2023
sri-lanka,Import,"Machinery, nuclear reactors, boilers",$1.04B,2023
sri-lanka,Import,"Electrical, electronic equipment",$943.95M,2023
sri-lanka,Import,Knitted or crocheted fabric,$785.13M,2023
sri-lanka,Import,Pharmaceutical products,$562.85M,2023
sri-lanka,Import,Plastics,$545.26M,2023
sri-lanka,Import,Cotton,$525.43M,2023
sri-lanka,Import,Iron and steel,$462.72M,2023
sri-lanka,Import,Sugars and sugar confectionery,$438.73M,2023
sri-lanka,Import,"Paper and paperboard, articles of pulp, paper and board",$410.22M,2023
syria,Import,"Mineral fuels, oils, distillation products",$3.45B,2010
syria,Import,"Machinery, nuclear reactors, boilers",$1.45B,2010
syria,Import,Iron and steel,$1.28B,2010
syria,Import,"Vehicles other than railway, tramway",$1.26B,2010
syria,Import,Plastics,$1.06B,2010
syria,Import,Cereals,$972.50M,2010
syria,Import,"Electrical, electronic equipment",$879.70M,2010
syria,Import,Sugars and sugar confectionery,$764.93M,2010
syria,Import,Articles of iron or steel,$454.20M,2010
syria,Import,"Oil seed, oleagic fruits, grain, seed, fruits",$367.48M,2010
tajikistan,Import,"Mineral fuels, oils, distillation products",$987.89M,2022
tajikistan,Import,"Vehicles other than railway, tramway",$408.11M,2022
tajikistan,Import,"Machinery, nuclear reactors, boilers",$397.74M,2022
tajikistan,Import,Cereals,$366.93M,2022
tajikistan,Import,Iron and steel,$335.50M,2022
tajikistan,Import,"Electrical, electronic equipment",$217.46M,2022
tajikistan,Import,"Wood and articles of wood, wood charcoal",$215.00M,2022
tajikistan,Import,Plastics,$174.31M,2022
tajikistan,Import,"Animal, vegetable fats and oils, cleavage products",$172.81M,2022
tajikistan,Import,Pharmaceutical products,$142.83M,2022
thailand,Import,"Electrical, electronic equipment",$65.13B,2024
thailand,Import,"Mineral fuels, oils, distillation products",$51.29B,2024
thailand,Import,"Machinery, nuclear reactors, boilers",$36.14B,2024
thailand,Import,"Pearls, precious stones, metals, coins",$21.29B,2024
thailand,Import,Iron and steel,$11.08B,2024
thailand,Import,"Vehicles other than railway, tramway",$10.78B,2024
thailand,Import,Plastics,$10.58B,2024
thailand,Import,Articles of iron or steel,$8.50B,2024
thailand,Import,"Optical, photo, technical, medical apparatus",$6.86B,2024
thailand,Import,Copper,$5.74B,2024
turkmenistan,Import,"Machinery, nuclear reactors, boilers",$462.19M,2000
turkmenistan,Import,"Vehicles other than railway, tramway",$157.67M,2000
turkmenistan,Import,"Electrical, electronic equipment",$157.59M,2000
turkmenistan,Import,Articles of iron or steel,$135.93M,2000
turkmenistan,Import,Commodities not specified according to kind,$105.27M,2000
turkmenistan,Import,Iron and steel,$45.58M,2000
turkmenistan,Import,Rubbers,$43.73M,2000
turkmenistan,Import,"Paper and paperboard, articles of pulp, paper and board",$39.72M,2000
turkmenistan,Import,Sugars and sugar confectionery,$38.85M,2000
turkmenistan,Import,Meat and edible meat offal,$36.14M,2000
united-arab-emirates,Import,"Pearls, precious stones, metals, coins",$114.88B,2023
united-arab-emirates,Import,Commodities not specified according to kind,$78.71B,2023
united-arab-emirates,Import,"Electrical, electronic equipment",$63.05B,2023
united-arab-emirates,Import,"Machinery, nuclear reactors, boilers",$40.84B,2023
united-arab-emirates,Import,"Vehicles other than railway, tramway",$33.67B,2023
united-arab-emirates,Import,"Mineral fuels, oils, distillation products",$21.26B,2023
united-arab-emirates,Import,Plastics,$6.40B,2023
united-arab-emirates,Import,Iron and steel,$6.24B,2023
united-arab-emirates,Import,Pharmaceutical products,$6.17B,2023
united-arab-emirates,Import,Articles of iron or steel,$5.76B,2023
uzbekistan,Import,"Machinery, nuclear reactors, boilers",$6.36B,2023
uzbekistan,Import,"Vehicles other than railway, tramway",$4.88B,2023
uzbekistan,Import,"Electrical, electronic equipment",$3.30B,2023
uzbekistan,Import,"Mineral fuels, oils, distillation products",$2.69B,2023
uzbekistan,Import,Iron and steel,$2.04B,2023
uzbekistan,Import,Pharmaceutical products,$1.63B,2023
uzbekistan,Import,Plastics,$1.40B,2023
uzbekistan,Import,Articles of iron or steel,$1.23B,2023
uzbekistan,Import,"Aircraft, spacecraft",$975.64M,2023
uzbekistan,Import,Cereals,$846.78M,2023
vietnam,Import,"Electrical, electronic equipment",$122.72B,2022
vietnam,Import,"Mineral fuels, oils, distillation products",$26.88B,2022
vietnam,Import,"Machinery, nuclear reactors, boilers",$25.65B,2022
vietnam,Import,Plastics,$20.83B,2022
vietnam,Import,Iron and steel,$14.33B,2022
vietnam,Import,"Vehicles other than railway, tramway",$8.14B,2022
vietnam,Import,"Optical, photo, technical, medical apparatus",$7.51B,2022
vietnam,Import,Commodities not specified according to kind,$6.38B,2022
vietnam,Import,Knitted or crocheted fabric,$6.27B,2022
vietnam,Import,Organic chemicals,$5.91B,2022
yemen,Import,"Mineral fuels, oils, distillation products",$1.34B,2019
yemen,Import,Cereals,$852.52M,2019
yemen,Import,Sugars and sugar confectionery,$263.64M,2019
yemen,Import,"Vehicles other than railway, tramway",$208.59M,2019
yemen,Import,"Electrical, electronic equipment",$200.50M,2019
yemen,Import,Iron and steel,$198.74M,2019
yemen,Import,Plastics,$163.26M,2019
yemen,Import,"Milling products, malt, starches, inlin, wheat gluten",$131.73M,2019
yemen,Import,Pharmaceutical products,$127.85M,2019
yemen,Import,"Residues, wastes of food industry, animal fodder",$102.90M,2019
australia,Import,"Vehicles other than railway, tramway",$44.25B,2024
australia,Import,"Machinery, nuclear reactors, boilers",$42.31B,2024
australia,Import,"Mineral fuels, oils, distillation products",$39.45B,2024
australia,Import,"Electrical, electronic equipment",$32.18B,2024
australia,Import,Pharmaceutical products,$11.15B,2024
australia,Import,"Optical, photo, technical, medical apparatus",$10.36B,2024
australia,Import,"Pearls, precious stones, metals, coins",$9.00B,2024
australia,Import,Plastics,$7.72B,2024
australia,Import,Articles of iron or steel,$7.28B,2024
australia,Import,"Furniture, lighting signs, prefabricated buildings",$5.58B,2024
fiji,Import,"Mineral fuels, oils, distillation products",$753.06M,2023
fiji,Import,"Machinery, nuclear reactors, boilers",$292.52M,2023
fiji,Import,"Electrical, electronic equipment",$213.97M,2023
fiji,Import,"Vehicles other than railway, tramway",$199.25M,2023
fiji,Import,"Optical, photo, technical, medical apparatus",$119.66M,2023
fiji,Import,Plastics,$105.63M,2023
fiji,Import,Cereals,$99.22M,2023
fiji,Import,Articles of iron or steel,$69.28M,2023
fiji,Import,"Dairy products, eggs, honey, edible products",$65.73M,2023
fiji,Import,Meat and edible meat offal,$56.35M,2023
kiribati,Import,"Mineral fuels, oils, distillation products",$21.79M,2021
kiribati,Import,"Oil seed, oleagic fruits, grain, seed, fruits",$11.55M,2021
kiribati,Import,"Electrical, electronic equipment",$11.04M,2021
kiribati,Import,"Vehicles other than railway, tramway",$9.92M,2021
kiribati,Import,"Machinery, nuclear reactors, boilers",$9.42M,2021
kiribati,Import,"Meat, fish and seafood preparations",$8.79M,2021
kiribati,Import,"Cereal, flour, starch, milk preparations and products",$7.63M,2021
kiribati,Import,Sugars and sugar confectionery,$6.28M,2021
kiribati,Import,Tobacco and manufactures tobacco substitutes,$6.20M,2021
kiribati,Import,Cereals,$6.00M,2021
new-caledonia,Import,"Mineral fuels, oils, distillation products",$563.92M,2015
new-caledonia,Import,"Vehicles other than railway, tramway",$258.83M,2015
new-caledonia,Import,"Electrical, electronic equipment",$182.03M,2015
new-caledonia,Import,Pharmaceutical products,$100.60M,2015
new-caledonia,Import,Articles of iron or steel,$90.78M,2015
new-caledonia,Import,"Salt, sulphur, earth, stone, plaster, lime and cement",$76.90M,2015
new-caledonia,Import,Plastics,$76.54M,2015
new-caledonia,Import,"Optical, photo, technical, medical apparatus",$68.84M,2015
new-caledonia,Import,"Furniture, lighting signs, prefabricated buildings",$58.12M,2015
new-caledonia,Import,Rubbers,$57.93M,2015
new-zealand,Import,"Machinery, nuclear reactors, boilers",$6.57B,2024
new-zealand,Import,"Mineral fuels, oils, distillation products",$6.34B,2024
new-zealand,Import,"Vehicles other than railway, tramway",$5.22B,2024
new-zealand,Import,"Electrical, electronic equipment",$4.31B,2024
new-zealand,Import,"Optical, photo, technical, medical apparatus",$1.67B,2024
new-zealand,Import,Plastics,$1.60B,2024
new-zealand,Import,Pharmaceutical products,$1.42B,2024
new-zealand,Import,"Aircraft, spacecraft",$1.22B,2024
new-zealand,Import,"Residues, wastes of food industry, animal fodder",$1.00B,2024
new-zealand,Import,"Furniture, lighting signs, prefabricated buildings",$866.32M,2024
papua-new-guinea,Import,"Machinery, nuclear reactors, boilers",$813.55M,2021
papua-new-guinea,Import,"Mineral fuels, oils, distillation products",$558.16M,2021
papua-new-guinea,Import,"Electrical, electronic equipment",$334.07M,2021
papua-new-guinea,Import,Cereals,$266.03M,2021
papua-new-guinea,Import,"Vehicles other than railway, tramway",$263.01M,2021
papua-new-guinea,Import,Articles of iron or steel,$197.58M,2021
papua-new-guinea,Import,Plastics,$136.54M,2021
papua-new-guinea,Import,Meat and edible meat offal,$129.53M,2021
papua-new-guinea,Import,Miscellaneous edible preparations,$112.32M,2021
papua-new-guinea,Import,Iron and steel,$107.59M,2021
samoa,Import,"Mineral fuels, oils, distillation products",$108.48M,2023
samoa,Import,Meat and edible meat offal,$34.51M,2023
samoa,Import,"Vehicles other than railway, tramway",$31.40M,2023
samoa,Import,"Machinery, nuclear reactors, boilers",$23.87M,2023
samoa,Import,"Dairy products, eggs, honey, edible products",$18.35M,2023
samoa,Import,"Electrical, electronic equipment",$17.36M,2023
samoa,Import,"Cereal, flour, starch, milk preparations and products",$16.20M,2023
samoa,Import,Articles of iron or steel,$11.90M,2023
samoa,Import,"Wood and articles of wood, wood charcoal",$11.86M,2023
samoa,Import,Plastics,$11.77M,2023
solomon-islands,Import,"Mineral fuels, oils, distillation products",$101.51M,2018
solomon-islands,Import,"Machinery, nuclear reactors, boilers",$87.21M,2018
solomon-islands,Import,Cereals,$48.49M,2018
solomon-islands,Import,"Vehicles other than railway, tramway",$45.77M,2018
solomon-islands,Import,"Ships, boats, and other floating structures",$41.64M,2018
solomon-islands,Import,"Electrical, electronic equipment",$31.06M,2018
solomon-islands,Import,Articles of iron or steel,$25.65M,2018
solomon-islands,Import,Meat and edible meat offal,$16.61M,2018
solomon-islands,Import,"Cereal, flour, starch, milk preparations and products",$16.06M,2018
solomon-islands,Import,Plastics,$14.67M,2018
tonga,Import,"Mineral fuels, oils, distillation products",$46.49M,2014
tonga,Import,"Electrical, electronic equipment",$27.75M,2014
tonga,Import,Meat and edible meat offal,$19.19M,2014
tonga,Import,"Machinery, nuclear reactors, boilers",$12.94M,2014
tonga,Import,"Vehicles other than railway, tramway",$12.55M,2014
tonga,Import,"Cereal, flour, starch, milk preparations and products",$6.52M,2014
tonga,Import,"Wood and articles of wood, wood charcoal",$6.22M,2014
tonga,Import,"Meat, fish and seafood preparations",$5.89M,2014
tonga,Import,"Beverages, spirits and vinegar",$5.10M,2014
tonga,Import,"Dairy products, eggs, honey, edible products",$5.10M,2014
vanuatu,Import,"Mineral fuels, oils, distillation products",$51.17M,2011
vanuatu,Import,"Electrical, electronic equipment",$18.19M,2011
vanuatu,Import,Pharmaceutical products,$17.67M,2011
vanuatu,Import,"Machinery, nuclear reactors, boilers",$17.26M,2011
